# -------------------------------------------------------
# ---- CSV created by:  mightymerge.io                   
# -------------------------------------------------------

Premi MiUltimate HealthCare 2025,,,,,,,
,,Catatan Penting,,,,,
1. Ilustrasi Premi MiUHC berikut hanya menampilkan nilai Premi,,,,,,,
Tahunan untuk 1 nasabah saja. Premi tertera belum termasuk,,,,,,,
No Claim Discount.,,,,,,,
"2. Untuk mendapatkan nominal premi selain ",,,,,,mode pembayaran,
"Tahunan, ","nilai ",premi Tahunan yang tertera pada table harus,,,,,
"dikalikan dengan sebuah faktor pengali tertentu ",,,,,,untuk setiap,
"mode pembayaran, dan dibulatkan ke ratusan terdekat.",,,,,,,
"Faktor ","pengali ","untuk ","setiap ","mode ","pembayaran ",dapat,
mengacu pada table berikut :,,,,,,,
,"Mode Pembayaran ",,,Faktor Pengali,,,
,,"Tahunan ",,,100%,,
,,"Semesteran ",,,52.5%,,
,,"Kuartalan ",,,27.5%,,
,,"Bulanan ",,,9.5%,,
*Contoh Perhitungan:,,,,,,,
"Nasabah “A”, Laki-laki, Usia: 40, Plan: Topaz, Mode Pembayaran: Semesteran",,,,,,,
"Premi Tahunan dari Ilustrasi = 15,582,200",,,,,,,
Faktor Pengali Mode “Semesteran” = 52.5%,,,,,,,
"Premi Semesteran = 52.5% x 15,582,200 = 8,180,655",,,,,,,
,,"= 8,180,700 (dibulatkan ke ratusan terdekat)",,,,,
,,,,,Lanjut keMenu Utama,,
,,,,,,Lanjut ke,
,,,,,,Menu Utama,
,,,CONFIDENTIAL,,,,

,Premi MiUltimate HealthCare 2025,,,,,,
,,Menu Utama,,,,,
,Silakan pilih Usia Nasabah:,,,,,,
0,1,2,3,4,,,
0,1,2,3,4,,,
5,6,7,8,9,,,
5,6,7,8,9,,,
10,11,12,13,14,,,
10,11,12,13,14,,,
15,16,17,18,19,,,
15,16,17,18,19,,,
20,21,22,23,24,,,
20,21,22,23,24,,,
25,26,27,28,29,,,
25,26,27,28,29,,,
30,31,32,33,34,,,
30,31,32,33,34,,,
35,36,37,38,39,,,
35,36,37,38,39,,,
40,41,42,43,44,,,
40,41,42,43,44,,,
45,46,47,48,49,,,
45,46,47,48,49,,,
50,51,52,53,54,,,
50,51,52,53,54,,,
55,56,57,58,59,,,
55,56,57,58,59,,,
60,61,62,63,64,,,
60,61,62,63,64,,,
65,66,67,68,69,,,
65,66,67,68,69,,,
70,71,72,73,74,,,
70,71,72,73,74,,,
75,76,77,78,79,,,
75,76,77,78,79,,,
80,81,82,83,84,,,
80,81,82,83,84,,,
85,,,,,,,
,,,Kembali ke Catatan Penting,,,,
85,,,,,,,
,,,,Kembali ke,,,
,,,,Catatan Penting,,,
,,CONFIDENTIAL,,,,,

,Premi MiUltimate HealthCare 2025,,,,,,
,,,"PRIA, 0 TAHUN",,,,
,,,Manfaat Perawatan Rumah Sakit,,,,
"Diamond ","Ruby ","Emerald ","Topaz ","Topaz ID ","Jade ","Jade ID ",Sapphire
"47,658,100 ","32,451,400 ","18,274,400 ","13,435,500 ","10,466,200 ","10,335,000 ","8,140,600 ","6,366,300"
Diamond,,Emerald,,Topaz ID,,Jade ID,
,"Ruby Smart ",,"Topaz Smart ",,"Jade Smart ",,
"Smart ",,"Smart ",,"Smart ",,Smart,
"28,594,900 ","19,470,800 ","10,964,600 ","8,061,300 ","6,803,000 ","6,201,000 ","5,291,400",
,,,Manfaat Rawat Jalan,,,,
"Diamond ","Ruby ","Emerald ","Topaz ","Topaz ID ","Jade ","Jade ID ",Sapphire
"12,026,200 ","12,026,200 ","10,817,400 ","10,817,400 ","10,817,400 ","10,817,400 ","10,817,400 ","10,817,400"
Diamond,,Emerald,,Topaz ID,,Jade ID,
,"Ruby Smart ",,"Topaz Smart ",,"Jade Smart ",,
"Smart ",,"Smart ",,"Smart ",,Smart,
"12,026,200 ","12,026,200 ","10,817,400 ","10,817,400 ","10,817,400 ","10,817,400 ","10,817,400",
,,"WANITA, 0 TAHUN",,,,,
,,,Manfaat Perawatan Rumah Sakit,,,,
"Diamond ","Ruby ","Emerald ","Topaz ","Topaz ID ","Jade ","Jade ID ",Sapphire
"46,106,700 ","32,345,900 ","18,643,400 ","13,465,300 ","10,447,600 ","10,357,900 ","8,317,300 ","6,380,500"
Diamond,,Emerald,,Topaz ID,,Jade ID,
,"Ruby Smart ",,"Topaz Smart ",,"Jade Smart ",,
"Smart ",,"Smart ",,"Smart ",,Smart,
"27,664,000 ","19,407,500 ","11,186,000 ","8,079,200 ","6,790,900 ","6,214,700 ","5,406,200",
,,,Manfaat Rawat Jalan,,,,
"Diamond ","Ruby ","Emerald ","Topaz ","Topaz ID ","Jade ","Jade ID ",Sapphire
"12,514,500 ","12,514,500 ","11,256,300 ","11,256,300 ","11,256,300 ","11,256,300 ","11,256,300 ","11,256,300"
Diamond,,Emerald,,Topaz ID,,Jade ID,
,"Ruby Smart ",,"Topaz Smart ",,"Jade Smart ",,
"Smart ",,"Smart ",,"Smart ",,Smart,
"12,514,500 ","12,514,500 ","11,256,300 ","11,256,300 ","11,256,300 ","11,256,300 ","11,256,300",
,,,,,Kembali ke Menu Utama,,
,,,,,,,Kembali ke
,,,,,,Menu Utama,
,,,,CONFIDENTIAL,,,

,Premi MiUltimate HealthCare 2025,,,,,,
,,,"PRIA, 1 TAHUN",,,,
,,,Manfaat Perawatan Rumah Sakit,,,,
"Diamond ","Ruby ","Emerald ","Topaz ","Topaz ID ","Jade ","Jade ID ",Sapphire
"46,755,600 ","31,579,600 ","17,431,700 ","12,409,800 ","9,667,100 ","9,546,000 ","7,519,100 ","5,880,300"
Diamond,,Emerald,,Topaz ID,,Jade ID,
,"Ruby Smart ",,"Topaz Smart ",,"Jade Smart ",,
"Smart ",,"Smart ",,"Smart ",,Smart,
"28,053,400 ","18,947,800 ","10,459,000 ","7,445,900 ","6,283,600 ","5,727,600 ","4,887,400",
,,,Manfaat Rawat Jalan,,,,
"Diamond ","Ruby ","Emerald ","Topaz ","Topaz ID ","Jade ","Jade ID ",Sapphire
"12,026,200 ","12,026,200 ","10,817,400 ","10,817,400 ","10,817,400 ","10,817,400 ","10,817,400 ","10,817,400"
Diamond,,Emerald,,Topaz ID,,Jade ID,
